id,question,option_a,option_b,option_c,option_d,correct_option,explanation,topic,difficulty
2563,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v160),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2573,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v164),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2574,Quel algorithme est asymétrique ? (v164),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2575,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v164),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2585,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v168),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2586,Quel algorithme est asymétrique ? (v168),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2587,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v168),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2597,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v172),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2598,Quel algorithme est asymétrique ? (v172),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2599,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v172),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2609,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v176),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2610,Quel algorithme est asymétrique ? (v176),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2611,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v176),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2621,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v0),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2622,Quelle commande crée une vue en SQL ? (v0),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2623,Qu'est-ce qu'une transaction ? (v0),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2624,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ?,DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2625,Quelle commande crée une vue en SQL ?,CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2626,Qu'est-ce qu'une transaction ?,Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2639,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v6),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2640,Quelle commande crée une vue en SQL ? (v6),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2641,Qu'est-ce qu'une transaction ? (v6),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2657,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v12),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2658,Quelle commande crée une vue en SQL ? (v12),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2659,Qu'est-ce qu'une transaction ? (v12),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2675,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v18),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2676,Quelle commande crée une vue en SQL ? (v18),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2677,Qu'est-ce qu'une transaction ? (v18),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2693,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v24),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2694,Quelle commande crée une vue en SQL ? (v24),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2695,Qu'est-ce qu'une transaction ? (v24),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2711,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v30),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2712,Quelle commande crée une vue en SQL ? (v30),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2713,Qu'est-ce qu'une transaction ? (v30),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2729,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v36),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2730,Quelle commande crée une vue en SQL ? (v36),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2731,Qu'est-ce qu'une transaction ? (v36),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2747,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v42),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2748,Quelle commande crée une vue en SQL ? (v42),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2749,Qu'est-ce qu'une transaction ? (v42),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2765,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v48),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2766,Quelle commande crée une vue en SQL ? (v48),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2767,Qu'est-ce qu'une transaction ? (v48),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2783,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v54),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2784,Quelle commande crée une vue en SQL ? (v54),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2785,Qu'est-ce qu'une transaction ? (v54),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2801,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v60),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2802,Quelle commande crée une vue en SQL ? (v60),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2803,Qu'est-ce qu'une transaction ? (v60),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2819,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v66),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2820,Quelle commande crée une vue en SQL ? (v66),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2821,Qu'est-ce qu'une transaction ? (v66),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2837,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v72),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2838,Quelle commande crée une vue en SQL ? (v72),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2839,Qu'est-ce qu'une transaction ? (v72),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2855,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v78),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2856,Quelle commande crée une vue en SQL ? (v78),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2857,Qu'est-ce qu'une transaction ? (v78),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2873,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v84),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2874,Quelle commande crée une vue en SQL ? (v84),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2875,Qu'est-ce qu'une transaction ? (v84),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2891,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v90),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2892,Quelle commande crée une vue en SQL ? (v90),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2893,Qu'est-ce qu'une transaction ? (v90),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2909,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v96),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2910,Quelle commande crée une vue en SQL ? (v96),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2911,Qu'est-ce qu'une transaction ? (v96),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2927,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v102),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2928,Quelle commande crée une vue en SQL ? (v102),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2929,Qu'est-ce qu'une transaction ? (v102),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2945,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v108),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2946,Quelle commande crée une vue en SQL ? (v108),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2947,Qu'est-ce qu'une transaction ? (v108),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2963,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v114),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2964,Quelle commande crée une vue en SQL ? (v114),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2965,Qu'est-ce qu'une transaction ? (v114),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2981,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v120),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
2982,Quelle commande crée une vue en SQL ? (v120),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
2983,Qu'est-ce qu'une transaction ? (v120),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
2999,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v126),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3000,Quelle commande crée une vue en SQL ? (v126),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3001,Qu'est-ce qu'une transaction ? (v126),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3017,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v132),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3018,Quelle commande crée une vue en SQL ? (v132),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3019,Qu'est-ce qu'une transaction ? (v132),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3035,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v138),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3036,Quelle commande crée une vue en SQL ? (v138),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3037,Qu'est-ce qu'une transaction ? (v138),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3053,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v144),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3054,Quelle commande crée une vue en SQL ? (v144),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3055,Qu'est-ce qu'une transaction ? (v144),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3071,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v150),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3072,Quelle commande crée une vue en SQL ? (v150),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3073,Qu'est-ce qu'une transaction ? (v150),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3089,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v156),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3090,Quelle commande crée une vue en SQL ? (v156),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3091,Qu'est-ce qu'une transaction ? (v156),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3107,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v162),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3108,Quelle commande crée une vue en SQL ? (v162),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3109,Qu'est-ce qu'une transaction ? (v162),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3125,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v168),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3126,Quelle commande crée une vue en SQL ? (v168),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3127,Qu'est-ce qu'une transaction ? (v168),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3143,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v174),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3144,Quelle commande crée une vue en SQL ? (v174),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3145,Qu'est-ce qu'une transaction ? (v174),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3161,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v180),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3162,Quelle commande crée une vue en SQL ? (v180),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3163,Qu'est-ce qu'une transaction ? (v180),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3179,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v186),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3180,Quelle commande crée une vue en SQL ? (v186),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3181,Qu'est-ce qu'une transaction ? (v186),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3197,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v192),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3198,Quelle commande crée une vue en SQL ? (v192),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3199,Qu'est-ce qu'une transaction ? (v192),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3215,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v198),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3216,Quelle commande crée une vue en SQL ? (v198),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3217,Qu'est-ce qu'une transaction ? (v198),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3233,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v204),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3234,Quelle commande crée une vue en SQL ? (v204),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3235,Qu'est-ce qu'une transaction ? (v204),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3251,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v210),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3252,Quelle commande crée une vue en SQL ? (v210),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3253,Qu'est-ce qu'une transaction ? (v210),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3269,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v216),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3270,Quelle commande crée une vue en SQL ? (v216),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3271,Qu'est-ce qu'une transaction ? (v216),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
3287,Quel mot-clé SQL permet de récupérer les lignes distinctes d'une sous-requête ? (v222),DISTINCT,UNION,EXCEPT,INTERSECT,A,DISTINCT élimine doublons dans le résultat.,SQL - Avancé,Moyen
3288,Quelle commande crée une vue en SQL ? (v222),CREATE VIEW ... AS SELECT ...,CREATE TABLE ... AS,INSERT VIEW,ALTER VIEW ...,A,CREATE VIEW ... AS SELECT ... crée une vue.,SQL - Vues,Moyen
3289,Qu'est-ce qu'une transaction ? (v222),Un ensemble d'opérations atomiques,Un index,Un trigger,Une vue matérialisée,A,Transaction = série d'opérations traitées comme unité atomique.,SQL - Transactions,Moyen
